source,date,mmdd,month,day,weekday,value,abundance,description
dog_bites,2024-08-03,08-03,August,3,Saturday,8.0,Very Low,Number of dog bite incidents reported to DOHMH
arrests,2024-08-03,08-03,August,3,Saturday,685.0,Medium,Number of NYPD arrests
watershed_wq_total_phosphorus,2024-08-03,08-03,August,3,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-03,08-03,August,3,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-03,08-03,August,3,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-03,08-03,August,3,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-03,08-03,August,3,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-03,08-03,August,3,Saturday,78.0,Very Low,Number of heat and hot water complaints to 311
311_dhs,2024-08-03,08-03,August,3,Saturday,163.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-04,08-04,August,4,Sunday,85.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-04,08-04,August,4,Sunday,286.0,Low,Number of unsanitary condition complaints to 311
311_dhs,2024-08-04,08-04,August,4,Sunday,117.0,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,2024-08-04,08-04,August,4,Sunday,21597.0,Medium,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_noise_street,2024-08-04,08-04,August,4,Sunday,888.0,Very High,Number of street and sidewalk noise complaints to 311
311_street_condition,2024-08-04,08-04,August,4,Sunday,92.0,Very Low,Number of street condition complaints to 311
watershed_wq_total_plankton,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,2024-08-04,08-04,August,4,Sunday,604.0,Low,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
dog_bites,2024-08-04,08-04,August,4,Sunday,13.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-04,08-04,August,4,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-05,08-05,August,5,Monday,8.850000000000001,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-05,08-05,August,5,Monday,17.15,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-05,08-05,August,5,Monday,32.0,Medium,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-05,08-05,August,5,Monday,10.0,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-05,08-05,August,5,Monday,0.265,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-05,08-05,August,5,Monday,27900.0,Very High,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-08-05,08-05,August,5,Monday,260.0,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,2024-08-05,08-05,August,5,Monday,541.0,High,Number of street and sidewalk noise complaints to 311
311_street_condition,2024-08-05,08-05,August,5,Monday,232.0,High,Number of street condition complaints to 311
311_heat_hotwater,2024-08-05,08-05,August,5,Monday,125.0,Low,Number of heat and hot water complaints to 311
watershed_wq_turbidity,2024-08-05,08-05,August,5,Monday,0.6950000000000001,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-05,08-05,August,5,Monday,547.0,Very High,Number of unsanitary condition complaints to 311
311_dhs,2024-08-05,08-05,August,5,Monday,204.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,2024-08-05,08-05,August,5,Monday,13.0,High,Number of dog bite incidents reported to DOHMH
arrests,2024-08-05,08-05,August,5,Monday,662.0,Low,Number of NYPD arrests
watershed_wq_ph,2024-08-05,08-05,August,5,Monday,6.9,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-08-06,08-06,August,6,Tuesday,241.0,High,Number of street condition complaints to 311
watershed_wq_turbidity,2024-08-06,08-06,August,6,Tuesday,1.15,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,2024-08-06,08-06,August,6,Tuesday,202.0,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,2024-08-06,08-06,August,6,Tuesday,773.0,High,Number of NYPD arrests
watershed_wq_total_phosphorus,2024-08-06,08-06,August,6,Tuesday,8.0,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-06,08-06,August,6,Tuesday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-06,08-06,August,6,Tuesday,0.195,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-06,08-06,August,6,Tuesday,6.69,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-06,08-06,August,6,Tuesday,355.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,2024-08-06,08-06,August,6,Tuesday,197.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,2024-08-06,08-06,August,6,Tuesday,7.5,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-08-06,08-06,August,6,Tuesday,6.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,2024-08-06,08-06,August,6,Tuesday,18.8,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-06,08-06,August,6,Tuesday,20291.0,Medium,Number of NYC Ferry boardings
311_unsanitary,2024-08-06,08-06,August,6,Tuesday,509.0,Very High,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-08-06,08-06,August,6,Tuesday,120.0,Low,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-08-07,08-07,August,7,Wednesday,14.5,Medium,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_dhs,2024-08-07,08-07,August,7,Wednesday,186.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-08-07,08-07,August,7,Wednesday,36.0,High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-07,08-07,August,7,Wednesday,191.0,Medium,Number of street condition complaints to 311
watershed_wq_dissolved_oxygen,2024-08-07,08-07,August,7,Wednesday,5.4,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-08-07,08-07,August,7,Wednesday,219.0,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,2024-08-07,08-07,August,7,Wednesday,160.0,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
dog_bites,2024-08-07,08-07,August,7,Wednesday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-08-07,08-07,August,7,Wednesday,0.14,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-07,08-07,August,7,Wednesday,15342.0,Low,Number of NYC Ferry boardings
watershed_wq_total_phosphorus,2024-08-07,08-07,August,7,Wednesday,10.0,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-07,08-07,August,7,Wednesday,117.0,Low,Number of heat and hot water complaints to 311
arrests,2024-08-07,08-07,August,7,Wednesday,900.0,Very High,Number of NYPD arrests
watershed_wq_ph,2024-08-07,08-07,August,7,Wednesday,7.15,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-07,08-07,August,7,Wednesday,514.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,2024-08-07,08-07,August,7,Wednesday,1.0,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-08,08-08,August,8,Thursday,23.0,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-08-08,08-08,August,8,Thursday,10.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-08-08,08-08,August,8,Thursday,1.1,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-08,08-08,August,8,Thursday,7.18,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-08,08-08,August,8,Thursday,9.0,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-08,08-08,August,8,Thursday,102.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_total_nitrogen,2024-08-08,08-08,August,8,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-08,08-08,August,8,Thursday,12.1,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,2024-08-08,08-08,August,8,Thursday,878.0,Very High,Number of NYPD arrests
311_unsanitary,2024-08-08,08-08,August,8,Thursday,489.0,Very High,Number of unsanitary condition complaints to 311
311_dhs,2024-08-08,08-08,August,8,Thursday,193.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-08-08,08-08,August,8,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-08,08-08,August,8,Thursday,14782.0,Low,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-08-08,08-08,August,8,Thursday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-08,08-08,August,8,Thursday,204.0,Medium,Number of street condition complaints to 311
311_noise_street,2024-08-08,08-08,August,8,Thursday,241.0,Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,2024-08-09,08-09,August,9,Friday,514.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,2024-08-09,08-09,August,9,Friday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-09,08-09,August,9,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-09,08-09,August,9,Friday,99.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_fecal_coliform,2024-08-09,08-09,August,9,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_noise_street,2024-08-09,08-09,August,9,Friday,294.0,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-08-09,08-09,August,9,Friday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-09,08-09,August,9,Friday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-09,08-09,August,9,Friday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,2024-08-09,08-09,August,9,Friday,14.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,2024-08-09,08-09,August,9,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_street_condition,2024-08-09,08-09,August,9,Friday,168.0,Medium,Number of street condition complaints to 311
arrests,2024-08-09,08-09,August,9,Friday,815.0,High,Number of NYPD arrests
ferry_ridership,2024-08-09,08-09,August,9,Friday,12812.0,Low,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-08-09,08-09,August,9,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,2024-08-09,08-09,August,9,Friday,172.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,2024-08-10,08-10,August,10,Saturday,48486.0,Very High,Number of NYC Ferry boardings
311_noise_street,2024-08-10,08-10,August,10,Saturday,1065.0,Very High,Number of street and sidewalk noise complaints to 311
311_dhs,2024-08-10,08-10,August,10,Saturday,146.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-08-10,08-10,August,10,Saturday,96.0,Very Low,Number of street condition complaints to 311
311_unsanitary,2024-08-10,08-10,August,10,Saturday,234.0,Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-08-10,08-10,August,10,Saturday,89.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,2024-08-10,08-10,August,10,Saturday,11.0,Medium,Number of dog bite incidents reported to DOHMH
arrests,2024-08-10,08-10,August,10,Saturday,760.0,Medium,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-10,08-10,August,10,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-11,08-11,August,11,Sunday,678.0,Medium,Number of NYPD arrests
311_unsanitary,2024-08-11,08-11,August,11,Sunday,254.0,Low,Number of unsanitary condition complaints to 311
311_dhs,2024-08-11,08-11,August,11,Sunday,148.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-11,08-11,August,11,Sunday,43233.0,Very High,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-11,08-11,August,11,Sunday,86.0,Very Low,Number of heat and hot water complaints to 311
dog_bites,2024-08-11,08-11,August,11,Sunday,9.0,Low,Number of dog bite incidents reported to DOHMH
311_noise_street,2024-08-11,08-11,August,11,Sunday,1456.0,Very High,Number of street and sidewalk noise complaints to 311
watershed_wq_fecal_coliform,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-11,08-11,August,11,Sunday,128.0,Low,Number of street condition complaints to 311
watershed_wq_temperature,2024-08-11,08-11,August,11,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,2024-08-12,08-12,August,12,Monday,655.0,Low,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-08-12,08-12,August,12,Monday,8.149999999999999,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-08-12,08-12,August,12,Monday,239.0,High,Number of street condition complaints to 311
watershed_wq_fecal_coliform,2024-08-12,08-12,August,12,Monday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-12,08-12,August,12,Monday,16.0,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_dhs,2024-08-12,08-12,August,12,Monday,177.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_nitrogen,2024-08-12,08-12,August,12,Monday,0.29,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-12,08-12,August,12,Monday,478.0,Very High,Number of unsanitary condition complaints to 311
311_noise_street,2024-08-12,08-12,August,12,Monday,543.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,2024-08-12,08-12,August,12,Monday,690.0,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-12,08-12,August,12,Monday,24911.0,High,Number of NYC Ferry boardings
watershed_wq_turbidity,2024-08-12,08-12,August,12,Monday,0.8,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-12,08-12,August,12,Monday,105.0,Very Low,Number of heat and hot water complaints to 311
dog_bites,2024-08-12,08-12,August,12,Monday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,2024-08-12,08-12,August,12,Monday,10.0,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-12,08-12,August,12,Monday,6.645,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,2024-08-13,08-13,August,13,Tuesday,464.0,High,Number of street and sidewalk noise complaints to 311
311_unsanitary,2024-08-13,08-13,August,13,Tuesday,483.0,Very High,Number of unsanitary condition complaints to 311
311_dhs,2024-08-13,08-13,August,13,Tuesday,193.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,2024-08-13,08-13,August,13,Tuesday,790.0,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-13,08-13,August,13,Tuesday,28963.0,Very High,Number of NYC Ferry boardings
311_street_condition,2024-08-13,08-13,August,13,Tuesday,246.0,High,Number of street condition complaints to 311
watershed_wq_total_phosphorus,2024-08-13,08-13,August,13,Tuesday,15.0,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,2024-08-13,08-13,August,13,Tuesday,848.0,Very High,Number of NYPD arrests
watershed_wq_turbidity,2024-08-13,08-13,August,13,Tuesday,0.78,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-13,08-13,August,13,Tuesday,27.0,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-13,08-13,August,13,Tuesday,65.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_dissolved_oxygen,2024-08-13,08-13,August,13,Tuesday,4.35,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,2024-08-13,08-13,August,13,Tuesday,19.0,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,2024-08-13,08-13,August,13,Tuesday,13.3,Medium,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-13,08-13,August,13,Tuesday,0.24,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-13,08-13,August,13,Tuesday,6.54,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-14,08-14,August,14,Wednesday,2.7,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_noise_street,2024-08-14,08-14,August,14,Wednesday,490.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,2024-08-14,08-14,August,14,Wednesday,25.0,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-14,08-14,August,14,Wednesday,108.0,Very Low,Number of heat and hot water complaints to 311
dog_bites,2024-08-14,08-14,August,14,Wednesday,15.0,Very High,Number of dog bite incidents reported to DOHMH
ferry_ridership,2024-08-14,08-14,August,14,Wednesday,27912.0,Very High,Number of NYC Ferry boardings
watershed_wq_ph,2024-08-14,08-14,August,14,Wednesday,7.11,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-14,08-14,August,14,Wednesday,375.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-14,08-14,August,14,Wednesday,442.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_fecal_coliform,2024-08-14,08-14,August,14,Wednesday,105.0,Very High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,2024-08-14,08-14,August,14,Wednesday,170.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,2024-08-14,08-14,August,14,Wednesday,211.0,Medium,Number of street condition complaints to 311
arrests,2024-08-14,08-14,August,14,Wednesday,928.0,Very High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-08-14,08-14,August,14,Wednesday,5.3,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-14,08-14,August,14,Wednesday,0.34,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-14,08-14,August,14,Wednesday,15.7,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-15,08-15,August,15,Thursday,134.0,Low,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-08-15,08-15,August,15,Thursday,21.4,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-15,08-15,August,15,Thursday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-08-15,08-15,August,15,Thursday,17.0,Very High,Number of dog bite incidents reported to DOHMH
arrests,2024-08-15,08-15,August,15,Thursday,861.0,Very High,Number of NYPD arrests
watershed_wq_turbidity,2024-08-15,08-15,August,15,Thursday,0.605,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-15,08-15,August,15,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-15,08-15,August,15,Thursday,28232.0,Very High,Number of NYC Ferry boardings
311_dhs,2024-08-15,08-15,August,15,Thursday,195.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_plankton,2024-08-15,08-15,August,15,Thursday,1650.0,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-15,08-15,August,15,Thursday,33.0,High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_noise_street,2024-08-15,08-15,August,15,Thursday,491.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,2024-08-15,08-15,August,15,Thursday,1.7,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-08-15,08-15,August,15,Thursday,216.0,Medium,Number of street condition complaints to 311
311_unsanitary,2024-08-15,08-15,August,15,Thursday,414.0,High,Number of unsanitary condition complaints to 311
watershed_wq_ph,2024-08-15,08-15,August,15,Thursday,7.35,High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-16,08-16,August,16,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-16,08-16,August,16,Friday,176.0,Medium,Number of street condition complaints to 311
dog_bites,2024-08-16,08-16,August,16,Friday,14.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,2024-08-16,08-16,August,16,Friday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,2024-08-16,08-16,August,16,Friday,690.0,Very High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-08-16,08-16,August,16,Friday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-16,08-16,August,16,Friday,29523.0,Very High,Number of NYC Ferry boardings
311_dhs,2024-08-16,08-16,August,16,Friday,195.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,2024-08-16,08-16,August,16,Friday,116.0,Low,Number of heat and hot water complaints to 311
watershed_wq_turbidity,2024-08-16,08-16,August,16,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-16,08-16,August,16,Friday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-16,08-16,August,16,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-16,08-16,August,16,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-16,08-16,August,16,Friday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-16,08-16,August,16,Friday,782.0,High,Number of NYPD arrests
311_unsanitary,2024-08-16,08-16,August,16,Friday,397.0,High,Number of unsanitary condition complaints to 311
watershed_wq_total_nitrogen,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-17,08-17,August,17,Saturday,614.0,Low,Number of NYPD arrests
311_heat_hotwater,2024-08-17,08-17,August,17,Saturday,126.0,Low,Number of heat and hot water complaints to 311
311_noise_street,2024-08-17,08-17,August,17,Saturday,1177.0,Very High,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,2024-08-17,08-17,August,17,Saturday,9.0,Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,2024-08-17,08-17,August,17,Saturday,191.0,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_temperature,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-17,08-17,August,17,Saturday,36329.0,Very High,Number of NYC Ferry boardings
