source,date,mmdd,month,day,weekday,value,abundance,description
watershed_wq_dissolved_oxygen,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-17,08-17,August,17,Saturday,113.0,Very Low,Number of street condition complaints to 311
311_dhs,2024-08-17,08-17,August,17,Saturday,151.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_turbidity,2024-08-17,08-17,August,17,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,2024-08-18,08-18,August,18,Sunday,14.0,High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,2024-08-18,08-18,August,18,Sunday,540.0,Very Low,Number of NYPD arrests
watershed_wq_turbidity,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-08-18,08-18,August,18,Sunday,128.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,2024-08-18,08-18,August,18,Sunday,279.0,Low,Number of unsanitary condition complaints to 311
311_noise_street,2024-08-18,08-18,August,18,Sunday,674.0,Very High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,2024-08-18,08-18,August,18,Sunday,111.0,Very Low,Number of street condition complaints to 311
watershed_wq_temperature,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-18,08-18,August,18,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-18,08-18,August,18,Sunday,23372.0,High,Number of NYC Ferry boardings
311_heat_hotwater,2024-08-18,08-18,August,18,Sunday,109.0,Very Low,Number of heat and hot water complaints to 311
dog_bites,2024-08-19,08-19,August,19,Monday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-08-19,08-19,August,19,Monday,0.38,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-19,08-19,August,19,Monday,715.0,Medium,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-08-19,08-19,August,19,Monday,5.45,Very Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-19,08-19,August,19,Monday,7.57,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-19,08-19,August,19,Monday,1.5,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-19,08-19,August,19,Monday,260.0,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,2024-08-19,08-19,August,19,Monday,175.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-08-19,08-19,August,19,Monday,30.0,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-19,08-19,August,19,Monday,275.0,Very High,Number of street condition complaints to 311
311_unsanitary,2024-08-19,08-19,August,19,Monday,579.0,Very High,Number of unsanitary condition complaints to 311
311_heat_hotwater,2024-08-19,08-19,August,19,Monday,108.0,Very Low,Number of heat and hot water complaints to 311
ferry_ridership,2024-08-19,08-19,August,19,Monday,21417.0,Medium,Number of NYC Ferry boardings
watershed_wq_temperature,2024-08-19,08-19,August,19,Monday,24.9,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,2024-08-19,08-19,August,19,Monday,360.0,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,2024-08-19,08-19,August,19,Monday,26.0,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-20,08-20,August,20,Tuesday,1.95,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,2024-08-20,08-20,August,20,Tuesday,8.0,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,2024-08-20,08-20,August,20,Tuesday,40.5,Very High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,2024-08-20,08-20,August,20,Tuesday,0.375,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-20,08-20,August,20,Tuesday,533.0,Very High,Number of unsanitary condition complaints to 311
ferry_ridership,2024-08-20,08-20,August,20,Tuesday,25763.0,High,Number of NYC Ferry boardings
watershed_wq_total_plankton,2024-08-20,08-20,August,20,Tuesday,350.0,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-20,08-20,August,20,Tuesday,7.75,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-20,08-20,August,20,Tuesday,777.0,High,Number of NYPD arrests
watershed_wq_temperature,2024-08-20,08-20,August,20,Tuesday,23.95,Very High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-20,08-20,August,20,Tuesday,7.640000000000001,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-20,08-20,August,20,Tuesday,105.0,Very Low,Number of heat and hot water complaints to 311
311_noise_street,2024-08-20,08-20,August,20,Tuesday,395.0,Medium,Number of street and sidewalk noise complaints to 311
311_dhs,2024-08-20,08-20,August,20,Tuesday,182.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,2024-08-20,08-20,August,20,Tuesday,28.5,Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_street_condition,2024-08-20,08-20,August,20,Tuesday,255.0,High,Number of street condition complaints to 311
watershed_wq_temperature,2024-08-21,08-21,August,21,Wednesday,18.35,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-21,08-21,August,21,Wednesday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-21,08-21,August,21,Wednesday,131.0,Low,Number of heat and hot water complaints to 311
watershed_wq_turbidity,2024-08-21,08-21,August,21,Wednesday,1.15,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-21,08-21,August,21,Wednesday,27273.0,Very High,Number of NYC Ferry boardings
311_unsanitary,2024-08-21,08-21,August,21,Wednesday,445.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_ph,2024-08-21,08-21,August,21,Wednesday,6.88,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_dhs,2024-08-21,08-21,August,21,Wednesday,166.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,2024-08-21,08-21,August,21,Wednesday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-21,08-21,August,21,Wednesday,8.2,Medium,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-21,08-21,August,21,Wednesday,33.0,High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
arrests,2024-08-21,08-21,August,21,Wednesday,857.0,Very High,Number of NYPD arrests
311_noise_street,2024-08-21,08-21,August,21,Wednesday,437.0,Medium,Number of street and sidewalk noise complaints to 311
dog_bites,2024-08-21,08-21,August,21,Wednesday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,2024-08-21,08-21,August,21,Wednesday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,2024-08-21,08-21,August,21,Wednesday,222.0,High,Number of street condition complaints to 311
watershed_wq_total_nitrogen,2024-08-22,08-22,August,22,Thursday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-22,08-22,August,22,Thursday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,2024-08-22,08-22,August,22,Thursday,16.25,High,Daily median water temperature (°C) across NYC DEP watershed reservoirs
dog_bites,2024-08-22,08-22,August,22,Thursday,10.0,Low,Number of dog bite incidents reported to DOHMH
arrests,2024-08-22,08-22,August,22,Thursday,779.0,High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,2024-08-22,08-22,August,22,Thursday,7.6,Low,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-22,08-22,August,22,Thursday,25685.0,High,Number of NYC Ferry boardings
311_unsanitary,2024-08-22,08-22,August,22,Thursday,446.0,Very High,Number of unsanitary condition complaints to 311
watershed_wq_ph,2024-08-22,08-22,August,22,Thursday,6.73,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-22,08-22,August,22,Thursday,91.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_turbidity,2024-08-22,08-22,August,22,Thursday,0.88,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_street_condition,2024-08-22,08-22,August,22,Thursday,211.0,Medium,Number of street condition complaints to 311
watershed_wq_total_phosphorus,2024-08-22,08-22,August,22,Thursday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,2024-08-22,08-22,August,22,Thursday,575.0,High,Number of street and sidewalk noise complaints to 311
watershed_wq_fecal_coliform,2024-08-22,08-22,August,22,Thursday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,2024-08-22,08-22,August,22,Thursday,166.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_turbidity,2024-08-23,08-23,August,23,Friday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,2024-08-23,08-23,August,23,Friday,360.0,Medium,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,2024-08-23,08-23,August,23,Friday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-23,08-23,August,23,Friday,29586.0,Very High,Number of NYC Ferry boardings
watershed_wq_total_nitrogen,2024-08-23,08-23,August,23,Friday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_dhs,2024-08-23,08-23,August,23,Friday,182.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,2024-08-23,08-23,August,23,Friday,682.0,Medium,Number of NYPD arrests
311_noise_street,2024-08-23,08-23,August,23,Friday,840.0,Very High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,2024-08-23,08-23,August,23,Friday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-23,08-23,August,23,Friday,95.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_temperature,2024-08-23,08-23,August,23,Friday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,2024-08-23,08-23,August,23,Friday,175.0,Medium,Number of street condition complaints to 311
watershed_wq_dissolved_oxygen,2024-08-23,08-23,August,23,Friday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-23,08-23,August,23,Friday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
dog_bites,2024-08-23,08-23,August,23,Friday,9.0,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,2024-08-23,08-23,August,23,Friday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,2024-08-24,08-24,August,24,Saturday,163.0,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,2024-08-24,08-24,August,24,Saturday,1501.0,Very High,Number of street and sidewalk noise complaints to 311
311_unsanitary,2024-08-24,08-24,August,24,Saturday,189.0,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_total_phosphorus,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-24,08-24,August,24,Saturday,632.0,Low,Number of NYPD arrests
watershed_wq_total_nitrogen,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-24,08-24,August,24,Saturday,47915.0,Very High,Number of NYC Ferry boardings
watershed_wq_temperature,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,2024-08-24,08-24,August,24,Saturday,,No Data,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
dog_bites,2024-08-24,08-24,August,24,Saturday,17.0,Very High,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,2024-08-24,08-24,August,24,Saturday,63.0,Very Low,Number of heat and hot water complaints to 311
311_street_condition,2024-08-24,08-24,August,24,Saturday,112.0,Very Low,Number of street condition complaints to 311
watershed_wq_temperature,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,2024-08-25,08-25,August,25,Sunday,119.0,Low,Number of street condition complaints to 311
watershed_wq_ph,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,2024-08-25,08-25,August,25,Sunday,45217.0,Very High,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,2024-08-25,08-25,August,25,Sunday,15.0,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,2024-08-25,08-25,August,25,Sunday,1458.0,Very High,Number of street and sidewalk noise complaints to 311
311_dhs,2024-08-25,08-25,August,25,Sunday,147.0,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_heat_hotwater,2024-08-25,08-25,August,25,Sunday,85.0,Very Low,Number of heat and hot water complaints to 311
watershed_wq_total_nitrogen,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,2024-08-25,08-25,August,25,Sunday,576.0,Very Low,Number of NYPD arrests
watershed_wq_fecal_coliform,2024-08-25,08-25,August,25,Sunday,,No Data,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
