source,mmdd,month,day,abundance,description
ferry_ridership,03-27,March,27,Low,Number of NYC Ferry boardings
311_dhs,03-27,March,27,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,03-27,March,27,High,Number of heat and hot water complaints to 311
311_unsanitary,03-27,March,27,Low,Number of unsanitary condition complaints to 311
arrests,03-27,March,27,Very High,Number of NYPD arrests
dog_bites,03-27,March,27,Very Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,03-28,March,28,Medium,Number of heat and hot water complaints to 311
311_street_condition,03-28,March,28,Very High,Number of street condition complaints to 311
311_unsanitary,03-28,March,28,Low,Number of unsanitary condition complaints to 311
arrests,03-28,March,28,Low,Number of NYPD arrests
dog_bites,03-28,March,28,Low,Number of dog bite incidents reported to DOHMH
311_noise_street,03-28,March,28,Very Low,Number of street and sidewalk noise complaints to 311
311_dhs,03-28,March,28,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,03-28,March,28,Very Low,Number of NYC Ferry boardings
dog_bites,03-29,March,29,Very High,Number of dog bite incidents reported to DOHMH
311_dhs,03-29,March,29,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,03-29,March,29,Low,Number of street and sidewalk noise complaints to 311
arrests,03-29,March,29,Low,Number of NYPD arrests
311_street_condition,03-29,March,29,High,Number of street condition complaints to 311
311_unsanitary,03-29,March,29,Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,03-29,March,29,High,Number of heat and hot water complaints to 311
ferry_ridership,03-29,March,29,Medium,Number of NYC Ferry boardings
311_street_condition,03-30,March,30,Low,Number of street condition complaints to 311
311_unsanitary,03-30,March,30,Very Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,03-30,March,30,Medium,Number of heat and hot water complaints to 311
ferry_ridership,03-30,March,30,Very High,Number of NYC Ferry boardings
dog_bites,03-30,March,30,Very High,Number of dog bite incidents reported to DOHMH
311_dhs,03-30,March,30,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,03-30,March,30,Medium,Number of street and sidewalk noise complaints to 311
arrests,03-30,March,30,Very Low,Number of NYPD arrests
311_heat_hotwater,03-31,March,31,Medium,Number of heat and hot water complaints to 311
311_street_condition,03-31,March,31,Low,Number of street condition complaints to 311
ferry_ridership,03-31,March,31,High,Number of NYC Ferry boardings
311_noise_street,03-31,March,31,High,Number of street and sidewalk noise complaints to 311
311_unsanitary,03-31,March,31,Very Low,Number of unsanitary condition complaints to 311
arrests,03-31,March,31,Very Low,Number of NYPD arrests
dog_bites,03-31,March,31,High,Number of dog bite incidents reported to DOHMH
311_dhs,03-31,March,31,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,04-01,April,1,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,04-01,April,1,Medium,Number of unsanitary condition complaints to 311
311_noise_street,04-01,April,1,Low,Number of street and sidewalk noise complaints to 311
311_street_condition,04-01,April,1,Very High,Number of street condition complaints to 311
watershed_wq_total_plankton,04-01,April,1,Medium,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,04-01,April,1,High,Number of heat and hot water complaints to 311
watershed_wq_temperature,04-01,April,1,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,04-01,April,1,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,04-01,April,1,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,04-01,April,1,Very Low,Number of NYPD arrests
watershed_wq_total_phosphorus,04-01,April,1,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,04-01,April,1,Low,Number of dog bite incidents reported to DOHMH
311_dhs,04-01,April,1,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_turbidity,04-01,April,1,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,04-01,April,1,Low,Number of NYC Ferry boardings
watershed_wq_total_plankton,04-02,April,2,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
ferry_ridership,04-02,April,2,Very Low,Number of NYC Ferry boardings
311_dhs,04-02,April,2,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,04-02,April,2,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,04-02,April,2,High,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,04-02,April,2,Low,Number of NYPD arrests
311_unsanitary,04-02,April,2,Medium,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,04-02,April,2,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-02,April,2,Very Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-02,April,2,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-02,April,2,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_street_condition,04-02,April,2,Very High,Number of street condition complaints to 311
311_heat_hotwater,04-02,April,2,High,Number of heat and hot water complaints to 311
watershed_wq_total_nitrogen,04-02,April,2,Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,04-02,April,2,Very Low,Number of dog bite incidents reported to DOHMH
311_noise_street,04-03,April,3,Very Low,Number of street and sidewalk noise complaints to 311
watershed_wq_dissolved_oxygen,04-03,April,3,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,04-03,April,3,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
arrests,04-03,April,3,Medium,Number of NYPD arrests
311_dhs,04-03,April,3,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_total_phosphorus,04-03,April,3,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-03,April,3,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_turbidity,04-03,April,3,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,04-03,April,3,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_total_plankton,04-03,April,3,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_ph,04-03,April,3,High,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,04-03,April,3,Very Low,Number of NYC Ferry boardings
311_unsanitary,04-03,April,3,Very High,Number of unsanitary condition complaints to 311
311_heat_hotwater,04-03,April,3,High,Number of heat and hot water complaints to 311
311_street_condition,04-03,April,3,Very High,Number of street condition complaints to 311
arrests,04-04,April,4,Medium,Number of NYPD arrests
watershed_wq_ph,04-04,April,4,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-04,April,4,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,04-04,April,4,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_dhs,04-04,April,4,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_dissolved_oxygen,04-04,April,4,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,04-04,April,4,Low,Number of NYC Ferry boardings
watershed_wq_temperature,04-04,April,4,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,04-04,April,4,Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,04-04,April,4,Medium,Number of unsanitary condition complaints to 311
311_heat_hotwater,04-04,April,4,High,Number of heat and hot water complaints to 311
311_street_condition,04-04,April,4,Very High,Number of street condition complaints to 311
dog_bites,04-04,April,4,Low,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,04-05,April,5,Medium,Number of heat and hot water complaints to 311
watershed_wq_ph,04-05,April,5,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
ferry_ridership,04-05,April,5,Low,Number of NYC Ferry boardings
311_street_condition,04-05,April,5,Very High,Number of street condition complaints to 311
dog_bites,04-05,April,5,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,04-05,April,5,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
arrests,04-05,April,5,Medium,Number of NYPD arrests
311_noise_street,04-05,April,5,Low,Number of street and sidewalk noise complaints to 311
311_dhs,04-05,April,5,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,04-05,April,5,Low,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,04-05,April,5,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-05,April,5,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,04-05,April,5,Very Low,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_dhs,04-06,April,6,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
dog_bites,04-06,April,6,Very High,Number of dog bite incidents reported to DOHMH
ferry_ridership,04-06,April,6,Medium,Number of NYC Ferry boardings
311_street_condition,04-06,April,6,Medium,Number of street condition complaints to 311
arrests,04-06,April,6,Low,Number of NYPD arrests
311_heat_hotwater,04-06,April,6,Medium,Number of heat and hot water complaints to 311
311_noise_street,04-06,April,6,Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,04-06,April,6,Very Low,Number of unsanitary condition complaints to 311
311_noise_street,04-07,April,7,Medium,Number of street and sidewalk noise complaints to 311
ferry_ridership,04-07,April,7,Medium,Number of NYC Ferry boardings
arrests,04-07,April,7,Very Low,Number of NYPD arrests
311_dhs,04-07,April,7,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,04-07,April,7,Medium,Number of heat and hot water complaints to 311
311_street_condition,04-07,April,7,High,Number of street condition complaints to 311
311_unsanitary,04-07,April,7,Very Low,Number of unsanitary condition complaints to 311
dog_bites,04-07,April,7,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,04-08,April,8,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,04-08,April,8,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,04-08,April,8,Medium,Number of heat and hot water complaints to 311
dog_bites,04-08,April,8,Medium,Number of dog bite incidents reported to DOHMH
watershed_wq_total_phosphorus,04-08,April,8,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,04-08,April,8,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,04-08,April,8,Medium,Number of street and sidewalk noise complaints to 311
ferry_ridership,04-08,April,8,Low,Number of NYC Ferry boardings
watershed_wq_total_nitrogen,04-08,April,8,Very Low,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-08,April,8,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-08,April,8,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_street_condition,04-08,April,8,Very High,Number of street condition complaints to 311
311_unsanitary,04-08,April,8,Medium,Number of unsanitary condition complaints to 311
arrests,04-08,April,8,Low,Number of NYPD arrests
311_dhs,04-08,April,8,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-09,April,9,Very High,Number of street condition complaints to 311
watershed_wq_ph,04-09,April,9,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
arrests,04-09,April,9,Very High,Number of NYPD arrests
watershed_wq_dissolved_oxygen,04-09,April,9,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,04-09,April,9,Medium,Number of unsanitary condition complaints to 311
311_dhs,04-09,April,9,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,04-09,April,9,High,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,04-09,April,9,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_turbidity,04-09,April,9,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,04-09,April,9,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_heat_hotwater,04-09,April,9,Medium,Number of heat and hot water complaints to 311
watershed_wq_total_nitrogen,04-09,April,9,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-09,April,9,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,04-09,April,9,Low,Number of dog bite incidents reported to DOHMH
ferry_ridership,04-09,April,9,High,Number of NYC Ferry boardings
311_street_condition,04-10,April,10,Very High,Number of street condition complaints to 311
311_unsanitary,04-10,April,10,Medium,Number of unsanitary condition complaints to 311
dog_bites,04-10,April,10,Very High,Number of dog bite incidents reported to DOHMH
watershed_wq_total_nitrogen,04-10,April,10,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,04-10,April,10,Medium,Number of NYC Ferry boardings
watershed_wq_turbidity,04-10,April,10,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-10,April,10,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,04-10,April,10,Very High,Number of NYPD arrests
311_dhs,04-10,April,10,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_temperature,04-10,April,10,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,04-10,April,10,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,04-10,April,10,High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-10,April,10,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_noise_street,04-10,April,10,Medium,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,04-10,April,10,Medium,Number of heat and hot water complaints to 311
ferry_ridership,04-11,April,11,Low,Number of NYC Ferry boardings
watershed_wq_total_phosphorus,04-11,April,11,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,04-11,April,11,Very High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,04-11,April,11,Very Low,Number of street and sidewalk noise complaints to 311
dog_bites,04-11,April,11,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_ph,04-11,April,11,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-11,April,11,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
arrests,04-11,April,11,High,Number of NYPD arrests
311_dhs,04-11,April,11,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-11,April,11,Very High,Number of street condition complaints to 311
311_heat_hotwater,04-11,April,11,Very Low,Number of heat and hot water complaints to 311
watershed_wq_turbidity,04-11,April,11,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,04-11,April,11,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,04-11,April,11,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-11,April,11,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,04-12,April,12,Very Low,Number of heat and hot water complaints to 311
311_unsanitary,04-12,April,12,Very Low,Number of unsanitary condition complaints to 311
dog_bites,04-12,April,12,Medium,Number of dog bite incidents reported to DOHMH
ferry_ridership,04-12,April,12,Low,Number of NYC Ferry boardings
311_dhs,04-12,April,12,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,04-12,April,12,Medium,Number of NYPD arrests
311_noise_street,04-12,April,12,Low,Number of street and sidewalk noise complaints to 311
311_street_condition,04-12,April,12,Very High,Number of street condition complaints to 311
311_street_condition,04-13,April,13,Medium,Number of street condition complaints to 311
311_heat_hotwater,04-13,April,13,Very Low,Number of heat and hot water complaints to 311
311_noise_street,04-13,April,13,Medium,Number of street and sidewalk noise complaints to 311
dog_bites,04-13,April,13,High,Number of dog bite incidents reported to DOHMH
arrests,04-13,April,13,Low,Number of NYPD arrests
311_dhs,04-13,April,13,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,04-13,April,13,Very Low,Number of unsanitary condition complaints to 311
ferry_ridership,04-13,April,13,Low,Number of NYC Ferry boardings
dog_bites,04-14,April,14,Low,Number of dog bite incidents reported to DOHMH
arrests,04-14,April,14,Very Low,Number of NYPD arrests
ferry_ridership,04-14,April,14,High,Number of NYC Ferry boardings
311_dhs,04-14,April,14,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,04-14,April,14,Very Low,Number of heat and hot water complaints to 311
311_noise_street,04-14,April,14,High,Number of street and sidewalk noise complaints to 311
311_street_condition,04-14,April,14,Medium,Number of street condition complaints to 311
311_unsanitary,04-14,April,14,Very Low,Number of unsanitary condition complaints to 311
watershed_wq_total_plankton,04-15,April,15,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_noise_street,04-15,April,15,High,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,04-15,April,15,Very High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-15,April,15,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
ferry_ridership,04-15,April,15,Medium,Number of NYC Ferry boardings
311_street_condition,04-15,April,15,Very High,Number of street condition complaints to 311
watershed_wq_turbidity,04-15,April,15,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-15,April,15,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,04-15,April,15,Very High,Number of heat and hot water complaints to 311
311_dhs,04-15,April,15,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,04-15,April,15,Very High,Number of unsanitary condition complaints to 311
watershed_wq_dissolved_oxygen,04-15,April,15,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,04-15,April,15,High,Number of dog bite incidents reported to DOHMH
arrests,04-15,April,15,Medium,Number of NYPD arrests
watershed_wq_total_nitrogen,04-15,April,15,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-16,April,16,Medium,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_street_condition,04-16,April,16,Very High,Number of street condition complaints to 311
311_dhs,04-16,April,16,Very High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,04-16,April,16,High,Daily median pH (SU) across NYC DEP watershed reservoirs
dog_bites,04-16,April,16,Very High,Number of dog bite incidents reported to DOHMH
311_noise_street,04-16,April,16,Medium,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,04-16,April,16,Medium,Number of heat and hot water complaints to 311
watershed_wq_turbidity,04-16,April,16,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,04-16,April,16,High,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,04-16,April,16,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_unsanitary,04-16,April,16,High,Number of unsanitary condition complaints to 311
watershed_wq_total_nitrogen,04-16,April,16,High,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-16,April,16,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_total_plankton,04-16,April,16,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
arrests,04-16,April,16,Very High,Number of NYPD arrests
311_dhs,04-17,April,17,High,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,04-17,April,17,Low,Number of NYC Ferry boardings
311_street_condition,04-17,April,17,Very High,Number of street condition complaints to 311
311_heat_hotwater,04-17,April,17,Medium,Number of heat and hot water complaints to 311
watershed_wq_temperature,04-17,April,17,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
arrests,04-17,April,17,Very High,Number of NYPD arrests
311_noise_street,04-17,April,17,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_ph,04-17,April,17,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-17,April,17,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,04-17,April,17,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
dog_bites,04-17,April,17,Very High,Number of dog bite incidents reported to DOHMH
311_unsanitary,04-17,April,17,Medium,Number of unsanitary condition complaints to 311
watershed_wq_turbidity,04-18,April,18,Very Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,04-18,April,18,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,04-18,April,18,Low,Number of street and sidewalk noise complaints to 311
311_dhs,04-18,April,18,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,04-18,April,18,Very High,Number of street condition complaints to 311
ferry_ridership,04-18,April,18,Low,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,04-18,April,18,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
dog_bites,04-18,April,18,High,Number of dog bite incidents reported to DOHMH
watershed_wq_ph,04-18,April,18,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_unsanitary,04-18,April,18,Medium,Number of unsanitary condition complaints to 311
311_heat_hotwater,04-18,April,18,High,Number of heat and hot water complaints to 311
arrests,04-18,April,18,Medium,Number of NYPD arrests
dog_bites,04-19,April,19,Very Low,Number of dog bite incidents reported to DOHMH
311_street_condition,04-19,April,19,High,Number of street condition complaints to 311
311_noise_street,04-19,April,19,Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,04-19,April,19,Low,Number of NYC Ferry boardings
arrests,04-19,April,19,High,Number of NYPD arrests
311_dhs,04-19,April,19,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,04-19,April,19,Medium,Number of heat and hot water complaints to 311
311_unsanitary,04-19,April,19,Medium,Number of unsanitary condition complaints to 311
311_street_condition,04-20,April,20,Medium,Number of street condition complaints to 311
ferry_ridership,04-20,April,20,Very High,Number of NYC Ferry boardings
311_dhs,04-20,April,20,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,04-20,April,20,Very Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,04-20,April,20,Medium,Number of heat and hot water complaints to 311
311_noise_street,04-20,April,20,High,Number of street and sidewalk noise complaints to 311
arrests,04-20,April,20,Very Low,Number of NYPD arrests
dog_bites,04-20,April,20,High,Number of dog bite incidents reported to DOHMH
311_street_condition,04-21,April,21,Medium,Number of street condition complaints to 311
311_heat_hotwater,04-21,April,21,Medium,Number of heat and hot water complaints to 311
ferry_ridership,04-21,April,21,Low,Number of NYC Ferry boardings
311_unsanitary,04-21,April,21,Very Low,Number of unsanitary condition complaints to 311
dog_bites,04-21,April,21,Medium,Number of dog bite incidents reported to DOHMH
311_dhs,04-21,April,21,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,04-21,April,21,Medium,Number of street and sidewalk noise complaints to 311
arrests,04-21,April,21,Very Low,Number of NYPD arrests
311_dhs,04-22,April,22,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,04-22,April,22,Very Low,Number of NYPD arrests
311_heat_hotwater,04-22,April,22,Medium,Number of heat and hot water complaints to 311
311_street_condition,04-22,April,22,Very High,Number of street condition complaints to 311
watershed_wq_total_plankton,04-22,April,22,Very High,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-22,April,22,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,04-22,April,22,Medium,Number of street and sidewalk noise complaints to 311
watershed_wq_temperature,04-22,April,22,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_ph,04-22,April,22,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-22,April,22,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,04-22,April,22,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
dog_bites,04-22,April,22,High,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,04-22,April,22,Low,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
ferry_ridership,04-22,April,22,Medium,Number of NYC Ferry boardings
311_unsanitary,04-22,April,22,Medium,Number of unsanitary condition complaints to 311
arrests,04-23,April,23,Medium,Number of NYPD arrests
watershed_wq_temperature,04-23,April,23,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_fecal_coliform,04-23,April,23,Medium,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
watershed_wq_total_phosphorus,04-23,April,23,Low,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
dog_bites,04-23,April,23,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_dissolved_oxygen,04-23,April,23,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_turbidity,04-23,April,23,High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_street_condition,04-23,April,23,Very High,Number of street condition complaints to 311
311_unsanitary,04-23,April,23,Medium,Number of unsanitary condition complaints to 311
311_dhs,04-23,April,23,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_noise_street,04-23,April,23,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_plankton,04-23,April,23,Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
watershed_wq_total_nitrogen,04-23,April,23,Medium,Daily median total nitrogen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_ph,04-23,April,23,High,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,04-23,April,23,Medium,Number of heat and hot water complaints to 311
ferry_ridership,04-23,April,23,Medium,Number of NYC Ferry boardings
arrests,04-24,April,24,Medium,Number of NYPD arrests
311_dhs,04-24,April,24,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,04-24,April,24,Medium,Number of NYC Ferry boardings
watershed_wq_ph,04-24,April,24,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_heat_hotwater,04-24,April,24,Medium,Number of heat and hot water complaints to 311
311_street_condition,04-24,April,24,High,Number of street condition complaints to 311
watershed_wq_turbidity,04-24,April,24,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
311_unsanitary,04-24,April,24,Medium,Number of unsanitary condition complaints to 311
watershed_wq_temperature,04-24,April,24,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,04-24,April,24,High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,04-24,April,24,Low,Number of street and sidewalk noise complaints to 311
dog_bites,04-24,April,24,Low,Number of dog bite incidents reported to DOHMH
watershed_wq_temperature,04-25,April,25,Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,04-25,April,25,Low,Number of street and sidewalk noise complaints to 311
watershed_wq_total_phosphorus,04-25,April,25,High,Daily median total phosphorus (µg/L) across NYC DEP watershed reservoirs
311_unsanitary,04-25,April,25,Low,Number of unsanitary condition complaints to 311
dog_bites,04-25,April,25,Very High,Number of dog bite incidents reported to DOHMH
